Unit Number,Customer Unit Number,Customer Name,Unit Type,VIN Number,Model Year,Vehicle Make,Vehicle Model,Submodel,Eng Make,Eng Model,Eng SN,Aftertreatment Number,Oil Type,Oil Capacity,ATF,Front Brake Type,Rear Brake Type,DPF Number,SCR Number,Centrifugal,Oil Filter,Fuel Filter,Fuel/Water Seperator,Cabin Air Filter,Engine Air Filter,DEF Filter,Dryer Cartridge,Wiper Blade Length,Steer Tires, Additional Tires,Drive Tires,Static Axle Make,Static Axle P/N,Lift Axle Make,Lift Axle P/N,Liftgate Make,Liftgate Model,Liftgate SN,Liftgate Capacity,Liftgate Power/Gravity Down,Reefer Make,Reefer Model,Reefer SN,Reefer Oil Filter,Reefer Fuel Filter,Reefer Second Fuel Filter,Reefer Air Filter,Reefer Belt1,Reefer Belt2,Reefer Belt3,Reefer Belt4,APU Make,APU Model,APU SN,APU Oil Filter,APU Fuel Filter,APU Air Filter,Body Manufacturer,Body Style,Body S/N,Door Manufacturer,Door S/N
272488,,MOUNTAIN PRAIRIE,FSL,1XPCD49X8ND820320,2022,Peterbilt,567,,Cummins,X15,80367309,A063G419,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272489,,ISEC Incorporated,CM,1FDNF7DC1MDF00213,2021,Ford,F750,,Ford,6.7L,,,,,,,,,,,MU2Z6731C:FRD,HC4Z9N184B:FRD,,,PA4433JAB:BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272495,,,Rental,1XPCDP9XXRD840320,2024,Peterbilt,567,,Paccar,MX13-21,Y305220,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,2122909PE:PB,5009041PGBXW:BX,"22""",11R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272496,272566,,Rental,1XPBDP9X3PD839986,2023,Peterbilt,579,,Paccar,MX13-21,Y293337,A063C537,,,,,,,,,2234788PE:PB,2277129PE:PB,,SR2000092:PB,D37-1061:PB,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272503,,TRILOGY MEDWASTE,FSL,JALE5W160N7306108,2022,Isuzu,NRR,,Isuzu,,,,,,,,,,,,2-90654-404-0:IZ,8-98237-341-0:IZ,8-97542-539-0:IZ,,8-98177-271-0:IZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272504,,Sinclair Trucking Company,FSL,1XPBDP9X5PD870429,2023,Peterbilt,579,,Paccar,MX13-21,Y284772,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,,,"22""",11R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272505,,Sinclair Trucking Company,FSL,1XPBDP9X1PD870430,2023,Peterbilt,579,,Paccar,MX13-21,Y285018,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,,,"22""",11R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272506,,Sinclair Trucking Company,FSL,1XPBDP9X3PD870431,2023,Peterbilt,579,,Paccar,MX13-21,Y285022,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,,,"22""",11R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272507,,Sinclair Trucking Company,FSL,1XPBDP9X5PD870432,2023,Peterbilt,579,,Paccar,MX13-21,Y285027,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,,,"22""",11R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272508,,Sinclair Trucking Company,FSL,1XPBDP9X7PD870433,2023,Peterbilt,579,,Paccar,MX13-21,Y285031,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,,,"22""",11R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272509,,RHINEHART OIL,FSL,1XPBDP9X4PD870423,2023,Peterbilt,579,,Paccar,MX13-21,Y284443,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272510,,RHINEHART OIL,FSL,1XPBDP9X6PD870424,2023,Peterbilt,579,,Paccar,MX13-21,Y284442,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272511,,RHINEHART OIL,FSL,1XPBDP9X8PD870425,2023,Peterbilt,579,,Paccar,MX13-21,Y284444,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272512,,BELLISSIMO,FSL,2NPKHM6X7PM876311,2023,Peterbilt,536,,Cummins,ISB,74962695,A060H496,,,,,,,,,LF3970FLG:FG,FF63041NNFLG:FG,K37-1032:PB,SR2000092:PB,D37-1046:PB,,,R23-6039,275/80R22.5,,275/80R22.5,,,,,Maxon,GPTWR,2209666919,3000,,Carrier,Supra 950 MT,VFP91747487,30-00323-00,30-01090-05,,30-60049-20,50-01180-01,50-01180-60,50-01166-01 (Double),50-60329-02,,,,,,,American,Box,W51970130621,,
272513,,BELLISSIMO,FSL,2NPKHM6X9PM876312,2023,Peterbilt,536,,Cummins,ISB,74962292,A060H496,,,,,,,,,LF3970FLG:FG,FF63041NNFLG:FG,K37-1032:PB,SR2000092:PB,D37-1046:PB,,,R23-6039,275/80R22.5,,275/80R22.5,,,,,Maxon,GPTWR,2209666918,3000,,Carrier,Supra 950 MT,VFP91749026,30-00323-00,30-01090-05,,30-60049-20,50-01180-01,50-01180-60,50-01166-01 (Double),50-60329-02,,,,,,,American,Box,W51971130649,,
272514,,BELLISSIMO,FSL,2NPKHM6X0PM876313,2023,Peterbilt,536,,Cummins,ISB,74967803,A060H496,,,,,,,,,LF3970FLG:FG,FF63041NNFLG:FG,K37-1032:PB,SR2000092:PB,D37-1046:PB,,,R23-6039,275/80R22.5,,275/80R22.5,,,,,Maxon,GPTWR,2209666920,3000,,Carrier,Supra 950 MT,VFP91748295,30-00323-00,30-01090-05,,30-60049-20,50-01180-01,50-01180-60,50-01166-01 (Double),50-60329-02,,,,,,,American,Box,W51972130688,,
272515,,BELLISSIMO,FSL,2NPKHM6X2PM876314,2023,Peterbilt,536,,Cummins,ISL,99011962,A060H496,,,,,,,,,LF3970FLG:FG,FF63041NNFLG:FG,K37-1032:PB,SR2000092:PB,D37-1046:PB,,,R23-6039,275/80R22.5,,275/80R22.5,,,,,Maxon,GPTWR,,3000,,Carrier,Supra 950 MT,VFP91749019,30-00323-00,30-01090-05,,30-60049-20,50-01180-01,50-01180-60,50-01166-01 (Double),50-60329-02,,,,,,,American,Box,W52179130900,,
272516,,BELLISSIMO,FSL,2NPMHJ7XXPM876308,2023,Peterbilt,537,,Cummins,ISL,74965749,A062X008,,,,,,,,,LF14002NNFLG:FG,FF63041NNFLG:FG,K37-1032:PB,SR2000092:PB,D37-1046:PB,,,R23-6039,275/80R22.5,,275/80R22.5,,,,,Maxon,GPTWR,2209666921,3000,,Carrier,Supra 950 MT,VFR91751795,30-00323-00,30-01090-05,,30-60049-20,50-01180-01,50-01180-60,50-01166-01 (Double),50-60329-02,,,,,,,American,Box,W51748130656,,
272517,,BELLISSIMO,FSL,2NPMHJ7X1PM876309,2023,Peterbilt,537,,Cummins,ISL,99009950,A062X008,,,,,,,,,LF14002NNFLG:FG,FF63041NNFLG:FG,K37-1032:PB,SR2000092:PB,D37-1046:PB,,,R23-6039,275/80R22.5,,275/80R22.5,,,,,Maxon,GPTWR,23020687419,3000,,Carrier,Supra 950 MT,VFP91747853,30-00323-00,30-01090-05,,30-60049-20,50-01180-01,50-01180-60,50-01166-01 (Double),50-60329-02,,,,,,,American,Box,W52177130834,,
272518,,BELLISSIMO,FSL,2NPMHJ7X8PM876310,2023,Peterbilt,537,,Cummins,ISL,99010873,A062X008,,,,,,,,,LF14002NNFLG:FG,FF63041NNFLG:FG,K37-1032:PB,SR2000092:PB,D37-1046:PB,,,R23-6039,275/80R22.5,,275/80R22.5,,,,,Maxon,GPTWR,,3000,,Carrier,Supra 950 MT,VFR91751537,30-00323-00,30-01090-05,,30-60049-20,50-01180-01,50-01180-60,50-01166-01 (Double),50-60329-02,,,,,,,American,Box,,,
272519,,BELLISSIMO,FSL,1XPBDP9X2PD875426,2023,Peterbilt,579,,Paccar,MX13-21,Y300573,A063C538,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,D37-1061:PB,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272520,,BELLISSIMO,FSL,1XPBDP9X4PD875427,2023,Peterbilt,579,,Paccar,MX13-21,Y301174,A063C538,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,D37-1061:PB,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272521,,BELLISSIMO,FSL,1XPBDP9X6PD875428,2023,Peterbilt,579,,Paccar,MX13-21,Y301195,A063C538,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,D37-1061:PB,,5009041PGBXW:BX,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272522,,ARCHITECTURAL,FSL,2NPKHM6X9RM870545,2024,Peterbilt,536,,Cummins,ISB,99054901,A060H495,,,,,,,,,LF3970NNFLG:FG,FF63041NNFLG:FG,K37-1032:PB,SR2000092:PB,D37-1046:PB,,,,275/80R22.5,,275/80R22.5,,,,,Maxon,GPT,2112630411,3000,,,,,,,,,,,,,,,,,,,Brown,Box,4917287261,,
272523,412,MAVERIK INC,CM,1XPBDP9X6LD662313,2020,Peterbilt,579,,Paccar,MX13-17,Y213369,A052U921,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,K37-1022:PB,SR2000092:PB,P621725:DF,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272524,416,MAVERIK INC,CM,1XPBDP9X3LD662317,2020,Peterbilt,579,,Paccar,MX13-17,Y213568,A052U921,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,K37-1022:PB,SR2000092:PB,P621725:DF,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272525,425,MAVERIK INC,CM,1XPBDP9X1MD740630,2021,Peterbilt,579,,Paccar,MX13-17,Y228511,A062R476,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,FS19765FLG:FG,SR2000092:PB,P621725:DF,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272526,433,MAVERIK INC,CM,1XPBDP9X6MD740638,2021,Peterbilt,579,,Paccar,MX13-17,Y235891,A062R476,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,FS19765FLG:FG,SR2000092:PB,P621725:DF,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272527,9633,TRILOGY MEDWASTE WEST LLC,CM,54DC4W1B8GS809633,2016,Isuzu,NPR,,Isuzu,,,,,,,,,,,,8-12710-960-0:IZ,,,,2-94561-113-0:IZ,,,,,,,,,,,Maxon,GPT,23020687419,3000,,,,,,,,,,,,,,,,,,,American,Box,7699ID102R8,,
272528,3069,TRILOGY MEDWASTE WEST LLC,CM,54DC4W1B5CS803069,2012,Isuzu,NPR,,Isuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272530,434,MAVERIK INC,CM,1XPBDP9X8MD740639,2021,Peterbilt,579,,Paccar,MX13-17,Y236732,,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,FS19765FLG:FG,SR2000092:PB,P621725:DF,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272533,,PINE BLUFFS,FSL,1XPCDP0X7RD604866,2024,Peterbilt,567,,Paccar,MX13-21,Y307144,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272536,78,"TILEY ROOFING, INC",CM,3FRXF7FC9FV671063,2015,Ford,F750,,Cummins,ISB,73699929,,,,,,,,,,LF3970FLG:FG,FF63054NNFLG:FG,FS1065FLG:FG,,AF55005FLG:FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272539,,Ancon Marine,FSL,1XPCD49X0RD604256,2024,Peterbilt,567,,Cummins,X15,80502695,A063G419,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P640017:DF,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272541,533,MAVERIK INC,CM,1XPBDP9X1PD853773,2023,Peterbilt,579,,Paccar,MX13-21,Y278942,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272542,563,MAVERIK INC,CM,1XPBDP9X7PD853776,2023,Peterbilt,579,,Paccar,MX13-21,Y282327,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,D37-1061:PB,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272551,,ARVADA RENT ALLS,FSL,1XPCD49XXRD606385,2024,Peterbilt,567,,Cummins,X15,80514043,A063G419,,,,,,,,,LF14000NNFLG:FG,FF5971NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P640017:DF,2122909PE:PB,5009041PGBXW:BX,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272552,,,CM,2NP8IJ0X9NM822344,2022,Peterbilt,536,,Cummins,ISL,74876629,A062X012,,,,,,,,,LF14002NNFLG:FG,FF63041NNFLG:FG,K37-1032:PB,SR2000092:PB,D37-1046:PB,,,,425/65R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272553,,MELTED ROLLOFF SERVICES,CM,2NP3XJ0X6NM776082,2022,Peterbilt,348,,Cummins,ISL,74757943,A062X016,,,,,,,,,LF14002NNFLG:FG,FF63041NNFLG:FG,FS1003FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",11R22.5,,425/65R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272554,,MELTED ROLLOFF SERVICES,CM,2NP3XJ0X2NM775821,2022,Peterbilt,348,,Cummins,ISL,74760219,A062X016,,,,,,,,,LF14002NNFLG:FG,FF63041NNFLG:FG,FS1003FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",11R22.5,,425/65R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272556,,,,2NPKHM6X5RM604861,2024,Peterbilt,536,,Cummins,ISB,99077152,A060H495,,,,,,,,,LF3970FLG:FG,FF63041NNFLG:FG,K37-1032:PB,SR2000092:PB,D37-1046:PB,2122909PE:PB,5009041PGBXW:BX,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272559,,,FSL,1XPXD49X4RD614399,2023,Peterbilt,389,,Cummins,X15,80497465,A061Y211,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,5X013817:R29,RS2863JAB:BF,,,"18""",295/75R22.5,,295/75R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272560,,MONUMENT OIL,FSL,1XPXD49X7RD614400,2024,Peterbilt,389,,Cummins,X15,80504729,A061Y213,,,,,,,,,LF14000NNFLG:FG,FF5791NNFLG:FG,FS19764FLG:FG,5X013817:R29,X011622:DF,2122909PE:PB,5009041PGBXW:BX,"18""",11R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272566,,MELTED ROLLOFF SERVICES,CM,2NKHLJ9X5MM436169,2021,Kenworth,T370,,Cummins,ISL,74716366,,,,,,,,,,LF14009NNFLG:FG,FF63054NNFLG:FG,FS1003FLG:FG,SR2000059:PB,RS2863JAB:BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272568,589,MAVERIK INC,CM,1XPBDP9X0PD853778,2023,Peterbilt,579,,Paccar,MX13-21,Y287061,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,D37-1061:PB,,,,275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272570,,,Rental,2NP8LJ0X7RM668593,2024,Peterbilt,548,,Cummins,ISL,99150601,A062K352,,,,,,,,,LF14002NNFLG:FG,FF63041NNFLG:FG,K37-1032,SR2000092:PB,D37-1046:PB,2122909PE:PB,5009041PGBXW:BX,,315/80R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272575,,,Rental,1XPBDP9X5RD659721,2024,Peterbilt,579,,Paccar,MC13-21,Y328557,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,D37-1061:PB,2122909PE:PB,5009041PGBXW:BX,"22""",278/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272579,,,Rental,1XPBDP9X0RD659738,2024,Peterbilt,579,,Paccar,MX13-21,Y321155,A063C538,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,D37-1061:PB,2122909PE:PB,5009041PGBXW:BX,"22""",295/75R22.5,,295/75R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272625,,,,2NPKHM6X7SM756386,2025,Peterbilt,536,,Cummins,ISB,99337187,A067F239,,,,,,,,,LF3970FLG:FG,FF63041NNFLG:FG,K37-1032:PB,SR2000092:PB,D37-1046:PB,2122909PE:PB,5009041PGBXW:BX,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453658,,,Rental,1XPBDP9X3KD274891,2019,Peterbilt,579,,Paccar,MX13-17,Y162452,A052U920,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,FS19765FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459497,,Maxum Enterprises,FSL,1XPBD49X2LD723803,2020,Peterbilt,579,,Cummins,X15,80225900,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459510,,Maxum Enterprises,FSL,1XPBD49X0LD723816,2020,Peterbilt,579,,Cummins,X15,80228626,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459512,,Maxum Enterprises,FSL,1XPBD49X4LD723818,2020,Peterbilt,579,,Cummins,X15,80229577,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459572,761686,"MAXUM ENTERPRISE, LLC",FSL,1NPCL40X5MD761686,2021,Peterbilt,567,,Cummins,X15,80286875,A062R615,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",295/75R22.5,,295/75R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459588,761702,"MAXUM ENTERPRISE, LLC",FSL,1NPCX40X2ND761702,2022,Peterbilt,567,,Cummins,X15,80340108,A063G419,,,,,,,,,LF14000NNFLG:FG,FF5971NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P640017:DF,,,"22""",315/80R22.5,265/70R19.5,295/75R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459589,761703,"MAXUM ENTERPRISES, LLC",FSL,1NPCX40X4ND761703,2022,Peterbilt,567,,Cummins,X15,80348358,A063G419,,,,,,,,,LF14000NNFLG:FG,FF5971NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P640017:DF,,,"22""",315/80R22.5,265/70R19.5,295/75R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495100,,Concrete Conservation Inc,FSL,2NP2HM6X2KM263800,2019,Peterbilt,337,,Cummins,ISB,74310943,A057F742,,,,,,,,,LF3970FLG:FG,FF63054NNFLG:FG,FS1065FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781177,,"Wasatch Tank Lines, LLC",FSL,1XPBDP9X1LD719873,2020,Peterbilt,579,,Paccar,MX13-17,Y216104,A062R476,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,FS19765FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781178,,"Wasatch Tank Lines, LLC",FSL,1XPBDP9X3LD719924,2020,Peterbilt,579,,Paccar,MX13-17,Y216081,A062R476,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,FS19765FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827835,827835,,Rental,1XPXD49X2LD679825,2020,Peterbilt,389,,Cummins,X15,80153410,,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,5X013817:R29,RS2863JAB:BF,,,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957578,,"Colorado Eagle, LLC",CM,2XP2AN7X0CM167096,2012,Peterbilt,337,,Cummins,ISC,73303950,,,,,,,A030H946,A030X089,,LF14009NNFLG:FG,FF63054NNFLG:FG,FS1003FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461069,,,Rental,1XPBDP9X7HD411002,2017,Peterbilt,579,,Paccar,MX13-13,Y100826,,,,,,,,,1922496PE:PB,1948921PE:PB,2277129PE:PB,FS19765FLG:FG,SR2000092:PB,P621725:DF,,,"22""",295/75R22.5,,295/75R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461235,,,Rental,1XPBAP8XXLD704069,2020,Peterbilt,579,,Paccar,MX13-17,Y205627,A052U920,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,FS19765FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461321,,,Rental,1XPBD49X0ND772128,2022,Peterbilt,579,,Cummins,X15,80305260,A063G420,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461359,,,Rental,1XPCDP9X7PD838621,2023,Peterbilt,567,,Paccar,MX13-21,Y274494,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,,,"22""",11R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461403,,,Rental,1XPCDP9X2RD604261,2024,Peterbilt,567,,Paccar,MX13-21,Y304387,A063C537,,,,,,,,,2234788PE:PB,2272926PE:PB,,SR2000092:PB,P640017:DF,,,"22""",11R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491012,,,Rental,2NP2HM6X0NM774751,2022,Peterbilt,337,,Cummins,ISB,74756137,A060H518,,,,,,,,,LF3970FLG:FG,FF63041NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",275/80R22.5,,275/80R22.5,,,,,,,,,,Carrier,Supra 960 Stby,TFY91635939,30-60143-01,30-01090-05,,30-60049-20,,,,,,,,,,,,,,,
1491018,,,Rental,2NP2HM6XXNM792190,2022,Peterbilt,337,,Cummins,ISB,74795416,A060H518,,,,,,,,,LF3970FLG:FG,FF63041NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",275/80R22.5,,275/80R22.5,,,,,Maxon,GPTBWR,2104591921,3000,,Carrier,Supra 960 Stby,TFY91636018,30-60143-01,30-01090-05,,30-60049-20,,,,,,,,,,,,,,,
1491019,,,Rental,2NP2HM6X1NM792191,2022,Peterbilt,337,,Cummins,ISB,74796680,A060H518,,,,,,,,,LF3970FLG:FG,FF63041NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,5009041PGBXW:BX,"16""",275/80R22.5,,275/80R22.5,,,,,Maxon,GPTBWR,2105597160,3000,,Carrier,Supra 960 Stby,TFY91635932,30-60143-01,30-01090-05,,30-60049-20,,,,,,,,,,,,,,,
8463732,,,Rental,1XPBDP9X7FD283860,2015,Peterbilt,579,,Paccar,MX13-13,Y057387,,,,,,,,,1922496PE:PB,1948921PE:PB,2277129PE:PB,FS19765FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8464319,4319,Gold Star Foods,FSL,2NP3LJ9X5KM638334,2019,Peterbilt,348,,Cummins,ISL,74398035,A052T991,,,,,,,,,LF14009NNFLG:FG,FF63054NNFLG:FG,FS1003FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8464367,4367,Gold Star Foods,FSL,1XPBD49X8LD665440,2021,Peterbilt,579,,Cummins,X15,80153822,A052T700,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8464368,368,Gold Star Foods,FSL,1XPBD49XXLD665441,2021,Peterbilt,579,,Cummins,X15,80153823,A052T700,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8464509,4509,Gold Star Foods,FSL,1XPBAP8X7LD700660,2020,Peterbilt,579,,Paccar,MX13-17,Y208607,A052U920,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,K37-1022:PB,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8464512,4512,Gold Star Foods,FSL,1XPBDP9X2LD700622,2021,Peterbilt,579,,Paccar,MX13-17,Y207404,A052U920,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,K37-1022:PB,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
